#ID	text	majority	agreement	annotations
ABSA16-NP#4:2.3	The menu looked great, and the waiter was very nice, but when the <TARGET>food</TARGET> came, it was average.	negative	0.3333333333333333	negative,neither,neutral
ABSA16-CE-B00KMRGF28_374_AS24VWQPFK1HB:10.1	The <TARGET>computer</TARGET> itself runs very quiet and is mostly cool to the touch.	positive	1.0	positive,positive
ABSA16-CE-B00FU83YWS_29_A12BQH3ETKAFX1:1.1	Heavy gaming is definitely not it's strong point.	reject	1.0	reject
ABSA16-CE-104:1.1	The <TARGET>computer</TARGET> itself was fast, ran smoothly, and had no problems.	positive	1.0	positive,positive
ABSA16-CE-37:1.1	The <TARGET>speed</TARGET> is incredible and I am more than satisfied.	positive	1.0	positive,positive,positive,positive
ABSA16-CE-B00KMRGF28_113_A3PN08FRAUVISF:0.1	I am really not happy with <TARGET>this computer</TARGET>...	negative	1.0	negative
ABSA16-1227999:4.2	Rude service, medicore <TARGET>food</TARGET>...there are tons of restaurants in NY...stay away from this one	negative	0.75	negative,negative,negative,neutral
ABSA16-CE-B00FU83YWS_16_A4OQXEH7BCYTV:0.1	<TARGET>Computer</TARGET> runs very slow!	negative	1.0	negative,negative,negative
ABSA16-CE-B00KMRGF28_349_AHASB3H3S2SRN:0.1	<TARGET>This laptop</TARGET> is a complete cheap junk.	negative	1.0	negative,negative,negative
ABSA16-CE-B00D7Z84OY_6_A3LVQPXOZD4VIT:1.1	Dealing with <TARGET>HP</TARGET> support is a ridiculous and painful experience.	negative	1.0	negative,negative,negative
ABSA16-CE-383:0.1	Overall <TARGET>this laptop</TARGET> is great.	positive	1.0	positive
ABSA16-485966:3.1	I did not try the caviar but I tried their <TARGET>salmon</TARGET> and crab salad (they are all good)  	positive	1.0	positive,positive,positive
ABSA16-1439875:3.1	The <TARGET>food</TARGET> can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	negative	1.0	negative,negative
ABSA16-CE-B00D7Z84OY_46_A1P70MSK0HHO7K:3.1	The <TARGET>laptop</TARGET> is very responsice with the Core i7 processor and 8GB of RAM and the sound out of the Beats audio is great.	positive	1.0	positive,positive
ABSA16-CE-294:0.1	I've had the <TARGET>MacBook Pro 15</TARGET> for about three weeks, and it really is a great computer.	positive	1.0	positive
ABSA16-CE-283:2.1	Good <TARGET>laptop</TARGET> for the money.	positive	1.0	positive,positive,positive
ABSA16-TR#5:4.1	The <TARGET>main entree</TARGET> was also very good.	positive	1.0	positive,positive,positive
ABSA16-CE-B0096VDM8G_5_A2Q6ZHSO5QDPRQ:5.1	The <TARGET>HD display</TARGET> is sensational, and now watching any movie is a very enjoyable experience for me.	positive	1.0	positive
ABSA16-CE-257:6.1	The <TARGET>graphics</TARGET> on this computer are also stellar - very clear and vivid.	positive	1.0	positive,positive,positive
ABSA16-CE-174:0.1	This <TARGET>mac</TARGET> is great!	positive	1.0	positive,positive
ABSA16-CE-B00KMRGF28_145_A1X3Y4R5C1S4JH:5.1	<TARGET>Device</TARGET> is light weight, quiet during operation and produces little to no heat.	positive	1.0	positive,positive
ABSA16-CE-B00KMRGF28_79_A2BQP7V50CE1BM:0.1	The PC is works well with a good <TARGET>battery</TARGET> and a power cable, and has a web cam.	positive	1.0	positive
ABSA16-CE-122:6.1	After 20-30 min the screen of the <TARGET>notebook</TARGET> switched off.	negative	0.6	reject,negative,neither,negative,negative
ABSA16-CE-22:13.1	Sorry <TARGET>Toshiba</TARGET>, but 1st impressions do count for something.	reject	1.0	reject
ABSA16-CE-124:6.1	<TARGET>Keyboard</TARGET> could use some trimming.	negative	0.5	negative,positive
ABSA16-CE-11:3.1	This is now my 3rd <TARGET>MacBook Pro</TARGET> and I really honestly love it!	positive	1.0	positive
ABSA16-CE-128:0.1	I initially purchased my <TARGET>Macbook Pro 13"</TARGET> in April, and I loved it.	positive	1.0	positive
ABSA16-CE-36:7.1	There are so many things wrong with <TARGET>this product</TARGET>, it just makes me want to set my self on fire!	negative	1.0	negative
ABSA16-CE-B00FU83YWS_36_A21F9QHZIQH13I:5.1	<TARGET>Keyboard</TARGET> is sturdy.	positive	0.5	positive,negative
ABSA16-CE-372:2.1	The <TARGET>notebook</TARGET> is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.	negative	0.5	negative,neither
ABSA16-1706644:5.1	Overall, excellent <TARGET>restaurant</TARGET>!	positive	1.0	positive,positive,positive
ABSA16-608500:2.1	While the <TARGET>ambiance</TARGET> and atmosphere were great, the food and service could have been a lot better.	positive	0.6666666666666666	positive,negative,positive
ABSA16-1655504:2.3	The large selection of bruschettas, paninis, <TARGET>tramezzinis</TARGET> keep the palate from stagnating.	positive	0.75	positive,neither,positive,positive
ABSA16-CE-351:3.1	Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy <TARGET>setup</TARGET> with cords going every direction.	negative	1.0	negative
ABSA16-1138996:6.1	Make sure you try this <TARGET>place</TARGET> as often as you can.	positive	0.6666666666666666	positive,neither,positive
ABSA16-CE-B00KMRGF28_255_A145YHZR71EDFF:2.1	Operating a <TARGET>non touch screen</TARGET> on this system is a royal pain!	negative	1.0	negative
ABSA16-CE-289:7.1	It also came with a built it <TARGET>web cam</TARGET> which is great because I can see an communicate with my family members back home.	positive	1.0	positive,positive
ABSA16-CE-353:3.1	Fast, great <TARGET>visual</TARGET>!	positive	1.0	positive
ABSA16-FF#4:7.2	A different server enhanced the fun, dumping our entrees in front of us halfway through our <TARGET>appetizer</TARGET> (which was delicious).	positive	1.0	positive,positive,positive
ABSA16-PP#4:5.1	I ordered the <TARGET>vitello alla marsala</TARGET> and I was pretty impressed.	positive	1.0	positive,positive,positive
ABSA16-1586174:4.1	limited <TARGET>menu</TARGET>, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. 	negative	1.0	negative,negative,negative
ABSA16-CE-B0096VDM8G_16_A1O57E5JJJCTEU:0.1	<TARGET>This computer</TARGET> periodically crashes (Office, IPhoto, Safari).	negative	1.0	negative,negative,negative,negative
ABSA16-DBG#1:0.3	Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like <TARGET>pork belly tacos</TARGET>.	neither	0.5	neither,positive
ABSA16-CE-B00FU83YWS_140_A1JT0VZE1TEZ13:3.1	The <TARGET>Lenovo</TARGET> software that comes preinstalled may qualify as bloatware but is easily removed if you're not interested in it.	neither	0.5	neither,negative
ABSA16-CE-168:1.1	It even has a great <TARGET>webcam</TARGET>, and Skype works very well.	positive	1.0	positive
ABSA16-CE-34:3.1	No tutorials on the <TARGET>display</TARGET>.	negative	1.0	negative
ABSA16-CE-185:1.1	I cannot be happier with the <TARGET>service</TARGET> or product.	positive	1.0	positive,positive
ABSA16-CE-239:9.1	Bottom line, I doubt you'd be overly disappointed if you invest in <TARGET>this machine</TARGET>.	positive	1.0	positive,positive
ABSA16-1264954:0.1	On a recent Sunday afternoon, a friend and I accidently found this great <TARGET>restaurant</TARGET> on our way to see the pulitzer prize winning play DOUBT.	positive	1.0	positive,positive,positive
ABSA16-CE-B00KMRGF28_168_A3TKNSIFQ0WOEE:5.1	I love <TARGET>this laptop</TARGET>!	positive	1.0	positive
ABSA16-NP#9:0.1	Best <TARGET>meal</TARGET> in a long time!	positive	1.0	positive,positive,positive
ABSA16-CE-128:7.1	So, after <TARGET>Apple</TARGET> replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.	neither	0.5	neither,negative
ABSA16-CE-134:0.1	I was happy with My purchase of a <TARGET>Toshiba Satellite L305D-S5934</TARGET> laptop until it came time to have it repaired under the Toshiba Warranty.	neither	0.5	neither,negative
ABSA16-CE-154:10.1	Externally the keys on my <TARGET>keyboard</TARGET> are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.	negative	1.0	negative,negative,negative
ABSA16-1723402:1.1	it's the only place you can get yummy authentic <TARGET>japanese comfort food</TARGET>.	positive	1.0	positive,positive,positive,positive
ABSA16-1199480:0.1	Not sure where the previous reviewer, lonk, dined, but Saul is in a great <TARGET>neighborhood</TARGET> and has great food!	positive	1.0	positive,positive,positive
ABSA16-Z#3:0.1	Excellent <TARGET>food</TARGET>, although the interior could use some help.	positive	1.0	positive,positive,positive
ABSA16-CE-296:5.1	<TARGET>Mac</TARGET> is not made for gaming.	negative	0.5	negative,neither
ABSA16-CE-289:4.1	If I had to buy another computer, I would most definetly buy an <TARGET>acer one</TARGET> computer.	neither	1.0	neither
ABSA16-CE-B00FU83YWS_205_ALTYOQRHM0AP7:0.1	All the sturdy and substantial feel you expect from a <TARGET>Thinkpad</TARGET>.	positive	1.0	positive
ABSA16-CE-314:2.1	Purchased for development purposes, but it has turned into my everyday <TARGET>laptop</TARGET> as well for surfing, e-mail, etc.	positive	1.0	positive,positive
ABSA16-1561259:4.1	This <TARGET>place</TARGET> is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.	negative	1.0	negative,negative,negative
ABSA16-CE-24:6.1	I returned the computer to <TARGET>HP</TARGET> and they kept it for 3 months.	negative	0.5	negative,neither
ABSA16-CE-307:5.1	It is VERY easy to type on and feels great - besides the added feature that the <TARGET>keyboard</TARGET> is lighted.	positive	1.0	positive,positive
ABSA16-1014458:0.1	I have eaten at Saul, many times, the <TARGET>food</TARGET> is always consistently, outrageously good.	positive	1.0	positive,positive
ABSA16-CE-124:7.1	Did I mention everything about it, from size to weight to <TARGET>keyboard</TARGET> screams BULK?	neither	1.0	neither
ABSA16-FF#10:4.1	But the <TARGET>service</TARGET> is HORRID!	negative	1.0	negative,negative,negative
ABSA16-1041457:6.2	The <TARGET>decor</TARGET> is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.	negative	0.6666666666666666	negative,negative,positive
ABSA16-1212346:0.1	<TARGET>Moules</TARGET> were excellent, lobster ravioli was VERY salty!	positive	1.0	positive,positive
ABSA16-565344:2.3	The service was fast and friendly and the food was very tasty and they had the best <TARGET>hot sauce</TARGET> to add to your meals.	positive	1.0	positive,positive
ABSA16-CE-B00KMRGF28_168_A3TKNSIFQ0WOEE:3.1	The <TARGET>home page/startup</TARGET> is easy to navigate which is the one thing I was mainly concerned about.	positive	1.0	positive,positive
ABSA16-1500453:4.1	Although the tables may be closely situated, the <TARGET>candle-light</TARGET>, food-quality and service overcompensate.	positive	1.0	positive,positive,positive
ABSA16-CLF#4:1.3	I'll being with a couple of positives: cool decor, good pita and <TARGET>hummus</TARGET>, and grilled octopus that was actually pretty tasty.	positive	1.0	positive,positive,positive,positive,positive
ABSA16-EVPK#4:0.2	i love <TARGET>margherita pizza</TARGET> – i looove east village pizza	positive	1.0	positive,positive,positive
ABSA16-FF#3:23.2	The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the <TARGET>drinks</TARGET> and appetizers, and walked out.	positive	1.0	positive,positive
ABSA16-CE-391:9.1	The Unibody <TARGET>construction</TARGET> is solid, sleek and beautiful.	positive	1.0	positive
ABSA16-CE-134:11.1	I would not recommend the purchase of this modle of <TARGET>Toshiba</TARGET> Computer or any Toshiba product for that matter.	negative	1.0	negative
ABSA16-CE-310:6.1	It's great and we will always stick with <TARGET>Apple</TARGET> computers, we have been so happy with them.	positive	1.0	positive,positive,positive
ABSA16-1500453:4.4	Although the <TARGET>tables</TARGET> may be closely situated, the candle-light, food-quality and service overcompensate.	neither	0.5	neither,negative
ABSA16-CE-389:4.1	I made a perfect decision when I bought the <TARGET>Toshiba</TARGET>!	positive	1.0	positive,positive
ABSA16-CE-68:1.1	But the <TARGET>screen size</TARGET> is not that bad for email and web browsing.	positive	1.0	positive,positive
ABSA16-CE-147:1.1	The right <TARGET>speaker</TARGET> did not work.	negative	1.0	negative,negative
ABSA16-1726427:1.4	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, <TARGET>assorted sashimi</TARGET>, sushi and rolls, two types of sake, and the banana tempura.	positive	1.0	positive,positive
ABSA16-1713185:0.1	This place is really trendi but they have forgotten about the most important part of a  restaurant, the <TARGET>food</TARGET>.	negative	1.0	negative,negative,negative
ABSA16-CE-B0096VDM8G_5_A2Q6ZHSO5QDPRQ:0.1	I just bought <TARGET>this computer</TARGET> from the Apple Store, and I couldn't be more impressed with it.	positive	1.0	positive
ABSA16-CE-115:1.1	The <TARGET>Computer</TARGET> itself is a good product but the repair depot stinks.	positive	1.0	positive
ABSA16-TVU#6:3.1	The <TARGET>martinis</TARGET> are amazing and very fairly priced.	positive	1.0	positive,positive
ABSA16-CE-B00KMRGF28_387_A2CWJW76X1NX01:0.1	I like the <TARGET>design</TARGET> rather sleek and light.	positive	1.0	positive
ABSA16-CE-B00KMRGF28_193_A20GPA6RDO8DT7:4.1	Now the <TARGET>graphics</TARGET> are not HD...and the reason that it is light is that it is really basic (medium low grade) plastic.	negative	1.0	negative,negative
ABSA16-CE-B00KB3MXH4_16_A159MX2ZLCCFU2:1.1	My favorite colors black and red, the matte material and the red backlight of the <TARGET>keyboard</TARGET>.	positive	1.0	positive,positive
ABSA16-CE-177:1.1	Might not make the avid gamer happy but I don't really think that is what <TARGET>this computer</TARGET> is designed for.	neither	1.0	neither,neither
ABSA16-1125284:0.1	As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this <TARGET>place</TARGET>.	positive	1.0	positive,positive
ABSA16-561054:1.1	When you're sitting in their <TARGET>main dining room</TARGET> (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.	positive	1.0	positive,positive,positive
ABSA16-1340075:4.3	And it all comes at a very reasonable price (congee, <TARGET>noodles</TARGET>, and rice dishes are no more than $3-6 each).	positive	1.0	positive,positive,positive
ABSA16-1380450:2.1	<TARGET>Service</TARGET> was also horrible and the ambience is not that great.	negative	1.0	negative,negative,negative,negative
ABSA16-CE-24:9.1	Currently if I use the <TARGET>laptop</TARGET> I can't sit it on my lap because it will burn my legs.	negative	1.0	negative,negative
ABSA16-740923:1.3	If you don't mind pre-sliced low quality fish, unfriendly staff and a <TARGET>sushi chef</TARGET> that looks like he is miserable then this is your place.	negative	1.0	negative,negative
ABSA16-CLF#8:0.1	Poor <TARGET>service</TARGET> and management	negative	1.0	negative,negative,negative,negative
ABSA16-CE-B00KMRGF28_218_A1N9RU7NH4O21I:0.1	<TARGET>This laptop</TARGET> broke within the first hour of use.	negative	1.0	negative
ABSA16-TFS#5:5.1	The <TARGET>entree</TARGET> was also very good.	positive	1.0	positive,positive,positive,positive
ABSA16-CE-B00KB3MXH4_22_A106YGESUYA4BP:5.1	The <TARGET>sound</TARGET> is very nice and crisp.	positive	1.0	positive
ABSA16-1561259:4.3	This place is pricey, and yes, the food is worth it; but the <TARGET>service</TARGET> makes you feel like you should be paying a quater of the price.	negative	1.0	negative,negative
ABSA16-CE-B00KMRGF28_12_A25B2Q7A775WAE:0.1	I purchased a  <TARGET>Dell Inspiron I3531-1200BK</TARGET> and so far I love it, this model has a true life monitor, which is worth the extra bucks.	positive	1.0	positive
ABSA16-1642666:0.1	We ate at this Thai place following the reviews but very unhappy with the <TARGET>foods</TARGET>.	negative	1.0	negative,negative,negative
ABSA16-NP#3:4.1	Sometimes tables don't understand his sense of humor but it's refreshing to have a <TARGET>server</TARGET> who has personality, professionalism, and respects the privacy of your dinner.	positive	1.0	positive,positive,positive
ABSA16-464342:1.1	I asked for an open faced cheese sandwich and the <TARGET>manager</TARGET> basically told me to take my business elsewhere!	negative	1.0	negative,negative
ABSA16-Z#6:2.1	Not only is it an adventure getting to this somewhat hidden <TARGET>spot</TARGET>, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.	positive	0.5	positive,neutral
ABSA16-CE-306:0.1	I get a ton of compliments on its <TARGET>size</TARGET>, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.	positive	1.0	positive
ABSA16-CE-B00KMRGF28_12_A25B2Q7A775WAE:2.1	The hinges on this PC are nice and tight and well made like the rest of the <TARGET>PC</TARGET>.	positive	1.0	positive
ABSA16-CE-314:6.1	great <TARGET>machine</TARGET> if you want to drop the cash for one.	positive	0.6666666666666666	positive,negative,positive
ABSA16-CE-330:1.1	The <TARGET>screen</TARGET> graphics and clarity, and sharpness are great.	positive	1.0	positive
ABSA16-CE-111:0.1	This just keeps having it's <TARGET>hard drive</TARGET> replaced!	neither	0.5	neither,negative
ABSA16-CE-301:4.1	Once again <TARGET>apple</TARGET> stands alone at the top of the charts.	positive	1.0	positive,positive
ABSA16-1232468:0.1	The <TARGET>tuna</TARGET> and wasabe potatoes are excellent.	positive	1.0	positive,positive
ABSA16-470488:2.1	The <TARGET>sushi</TARGET> was awful!	negative	1.0	negative,negative
ABSA16-Z#7:2.1	This place has totally weird <TARGET>decor</TARGET>, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...	negative	1.0	negative,negative
ABSA16-CE-32:4.1	Well, I started using <TARGET>Google Chrome</TARGET>, which is a little better, but it freezes too sometimes.	negative	0.5	neither,positive,negative,negative
ABSA16-1459569:2.1	<TARGET>Drinks</TARGET> way over priced.	negative	0.6666666666666666	negative,positive,negative
ABSA16-571962:1.1	Good <TARGET>food</TARGET>.	positive	1.0	positive,positive,positive
ABSA16-CE-179:0.1	Strong performance in <TARGET>this device</TARGET> makes use of fun and a strong sense of the era of speed	positive	1.0	positive,positive,positive
ABSA16-CE-B0096VDM8G_57_A2MZ152WGRBXCC:0.1	By far the best <TARGET>laptop</TARGET> I've ever had.	positive	1.0	positive,positive
ABSA16-CE-394:10.1	the <TARGET>i3 processor</TARGET> doesn't seem to run hot and the fan rarely turns on.	positive	1.0	positive,positive
ABSA16-TM#5:3.1	Helpful <TARGET>service</TARGET> and average price per dish $10.	positive	1.0	positive,positive,positive,positive
ABSA16-CE-386:2.1	<TARGET>Battery life</TARGET> needs more life.	negative	1.0	negative
ABSA16-CE-B00FU83YWS_35_A2OBBREWRCQJX:0.1	Great <TARGET>Laptop</TARGET>!	positive	1.0	positive,positive
ABSA16-CE-171:5.1	The <TARGET>Macbook</TARGET> starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.	positive	1.0	positive,positive,positive
ABSA16-1723658:2.2	The dishes offered were unique, very tasty and fresh from the <TARGET>lamb sausages</TARGET>, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).	positive	1.0	positive,positive,positive,positive
ABSA16-CE-81:1.1	And <TARGET>Toshiba</TARGET> is a quality supplier.	positive	1.0	positive,positive
ABSA16-957145:3.4	I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a <TARGET>Lasagna Menu</TARGET> which is to die for (these are not your average lasagnas)!	positive	1.0	positive,positive
ABSA16-CE-152:1.1	The board has a bad <TARGET>connector</TARGET> with the power supply and shortly after warrenty expires the power supply will start having issues.	negative	1.0	negative,negative,negative
ABSA16-CE-B00KMRGF28_49_A23AEXWHKWJSJ2:3.1	<TARGET>Speed</TARGET> is great, easy to set up and get going.	positive	1.0	positive,positive
ABSA16-Y#6:5.1	The <TARGET>Dancing, White River and Millenium rolls</TARGET> are musts.	positive	1.0	positive,positive
ABSA16-CE-303:7.1	i give <TARGET>this laptop</TARGET> a five star review i love it and it has done chams for me.	positive	1.0	positive
ABSA16-CE-196:2.1	The most recent being that my <TARGET>Safari</TARGET> internet browser is freaking out on me, but I have just been using firefox instead.	negative	1.0	negative
ABSA16-CE-231:1.1	I will never buy another computer from <TARGET>Dell</TARGET> ever again do to how awful it worked and how I was treated by the company.	negative	1.0	negative
ABSA16-535086:0.1	This is the perfect <TARGET>spot</TARGET> for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!	positive	1.0	positive,positive
ABSA16-1138996:1.3	We have been to this place many times, and always have great food, wine, and <TARGET>service</TARGET>.	positive	1.0	positive,positive,positive,positive
ABSA16-CE-92:16.1	HOW DOES THE <TARGET>POWER SUPPLY</TARGET> NOT WORK!!!	negative	1.0	negative
ABSA16-CE-41:9.1	Still, <TARGET>this laptop</TARGET> is perfect for all day use at school and work.	positive	1.0	positive
ABSA16-CE-55:2.1	Excellent LED <TARGET>monitor</TARGET> and well equipped.	positive	1.0	positive
ABSA16-1642666:1.1	We thought that this place is using too much of MSG cooking in the <TARGET>foods</TARGET>.	neither	0.5	neither,negative
ABSA16-CE-301:2.1	Besides the great <TARGET>look</TARGET>, it is a great machine.	positive	1.0	positive,positive
ABSA16-WE#4:3.1	<TARGET>Service</TARGET> was wonderful;	positive	1.0	positive,positive
ABSA16-CE-56:1.1	<TARGET>Keyboard</TARGET> is great but primary and secondary control buttons could be more durable.	neither	1.0	neither,neither
ABSA16-378848:3.1	The <TARGET>blond wood decor</TARGET> is very soothing, the premium sake is excellent and the service is great.	positive	1.0	positive,positive
ABSA16-CE-59:2.1	Then after 4 or so months the <TARGET>charger</TARGET> stopped working so I was forced to go out and buy new hardware just to keep this computer running.	negative	1.0	negative
ABSA16-CE-B00FU83YWS_218_A1P104WOJXMZV9:0.1	<TARGET>this computer</TARGET> is very slow	negative	1.0	negative
ABSA16-CE-B00KMRGF28_337_A129TBZO0BVAG7:0.1	Terrific <TARGET>laptop</TARGET>.	positive	1.0	positive
ABSA16-CE-387:0.1	It has good speed and plenty of <TARGET>hard drive space</TARGET>.	positive	1.0	positive,positive
ABSA16-CE-B00AH4A950_14_A3ODX2HCMPBUCA:2.1	Avoid <TARGET>Acer</TARGET>.	negative	1.0	negative
ABSA16-CE-60:0.1	Unable to boot up this brand new <TARGET>laptop</TARGET>.	negative	1.0	negative
ABSA16-CE-B00D7Z84OY_3_A3Q8WSIN4LWVLK:3.1	The <TARGET>Windows 8.1</TARGET> used to boot in just 2s and that was freaking awesome.	positive	1.0	positive
ABSA16-CE-B00KB3MXH4_6_A1OJE3DZ64LB6H:3.1	No <TARGET>bass sound</TARGET> at all.	negative	1.0	negative,negative,negative,negative
ABSA16-CE-300:5.1	I am totally satisfied with my little <TARGET>toshie</TARGET>!	positive	1.0	positive
ABSA16-CE-361:2.1	The price and <TARGET>features</TARGET> more than met my needs.	positive	1.0	positive,positive
ABSA16-744478:1.4	Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly <TARGET>staff</TARGET>, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	positive	1.0	positive,positive
ABSA16-Z#9:0.1	short and sweet – <TARGET>seating</TARGET> is great:it's romantic,cozy and private.	positive	1.0	positive,positive
ABSA16-CE-B00FU83YWS_145_A2ZQTQU49CF77U:2.1	I bought it for my parents (late 60s) and they love it - particularly the keyboard and <TARGET>screen</TARGET>.	positive	1.0	positive,positive
ABSA16-CE-44:2.1	Small <TARGET>screen</TARGET> somewhat limiting but great for travel.	neither	1.0	neither
ABSA16-1349391:1.1	sometimes i get bad <TARGET>food</TARGET> and bad service, sometimes i get good good and bad service.	neither	0.5	neither,negative
ABSA16-BHD#4:3.2	The hot dogs are top notch, and they're <TARGET>Slamwich</TARGET> is amazing!	positive	1.0	positive,positive
ABSA16-436868:3.3	Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful <TARGET>clerks</TARGET> there was a dearth of the former too.	negative	1.0	negative,negative
ABSA16-CE-355:0.1	This <TARGET>computer</TARGET> I used daily nice compact design.	positive	1.0	positive,positive
ABSA16-CE-B00KMRGF28_184_A12IPRD9B0KX9P:6.1	BUT I should tell you that this laptop does not have the best <TARGET>screen</TARGET>, it's certainly good enough for the average person, but if you're used to good screens this may bother you a bit, but it's certainly not unbearable by anyone's standards.	neither	0.6666666666666666	neither,negative,neither
ABSA16-CE-31:11.1	If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to <TARGET>this computer</TARGET>.	positive	1.0	positive
ABSA16-CE-367:2.1	The difference is the <TARGET>Toshiba</TARGET> had a lot more memory and hard drive space.	neither	0.5	neither,positive
ABSA16-NP#10:0.1	Best <TARGET>restaurant</TARGET> in Brooklyn	positive	1.0	positive,positive
ABSA16-CE-235:1.1	I am not going to sit here and complain about it not having a cd drive and what not because it is a <TARGET>netbook</TARGET>, it is made to be compact and if you want all the other stuff get a laptop.	neither	1.0	neither
ABSA16-CE-189:1.1	<TARGET>This Laptop</TARGET> is the Best of the best!	positive	1.0	positive
ABSA16-426805:0.2	The view is spectacular, and the <TARGET>food</TARGET> is great.	positive	1.0	positive,positive
ABSA16-CE-220:3.1	Overall I feel <TARGET>this netbook</TARGET> was poor quality, had poor performance, although it did have great battery life when it did work.	negative	0.5	negative,neither
ABSA16-1349391:0.2	sometimes i get good food and ok <TARGET>service</TARGET>.	neither	0.5	neither,neutral
ABSA16-CE-369:0.1	I enjoy very much my new <TARGET>Toshiba</TARGET>, purchased specifially for attending online schooling.	positive	1.0	positive
ABSA16-CE-298:2.1	There is nothing to complain about the <TARGET>system</TARGET>.	positive	1.0	positive,positive
ABSA16-CE-B00FU83YWS_140_A1JT0VZE1TEZ13:2.1	GENERAL, a quality <TARGET>laptop</TARGET>.	positive	1.0	positive,positive
ABSA16-CE-366:11.1	LOVE <TARGET>THIS LAPTOP</TARGET> WONDERFUL PRICE FOR WHAT YOU GET!	positive	1.0	positive
ABSA16-CE-22:4.1	The <TARGET>screen</TARGET> is huge and coloful, but no LED backlighting.	neither	0.5	neither,negative
ABSA16-1016296:4.1	<TARGET>Chow fun</TARGET> was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. 	negative	1.0	negative,negative
ABSA16-1710746:0.1	I got an excellent piece of <TARGET>cheesecake</TARGET> and we had several other nice pastries.	positive	1.0	positive,positive,positive,positive
ABSA16-1303984:1.1	My <TARGET>chow fun and chow see</TARGET> was really bland and oily.	negative	1.0	negative,negative
ABSA16-CE-302:5.1	But the machine is awesome and iLife is great and I love <TARGET>Snow Leopard X</TARGET>.	positive	1.0	positive
ABSA16-CE-296:4.1	The flaws are, <TARGET>this computer</TARGET> is not for computer gamers because of the OS X.	neither	0.5	neither,positive
ABSA16-CE-391:11.1	For the not so good, I got the stock <TARGET>screen</TARGET> - which is VERY glossy.	negative	1.0	negative,negative
ABSA16-CE-B00KMRGF28_194_A22LSPFBF3E1XJ:0.1	I've always sworn by <TARGET>dell</TARGET>.	neither	1.0	neither
ABSA16-CE-B00KMRGF28_113_A3PN08FRAUVISF:2.1	I don't like <TARGET>WINDOWS 8</TARGET> but that is no fault of the computer but the keyboard is so hard to get the keys to work and the space bar.	negative	1.0	negative
ABSA16-CE-6:5.1	Using <TARGET>this machine</TARGET> is like a mild form of torture.	negative	1.0	negative,negative
ABSA16-490565:4.4	You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the <TARGET>Vanilla Shanty</TARGET>, mmmm!) in a great homey setting with great music.	positive	1.0	positive,positive,positive
ABSA16-TM#6:3.1	Be prepared to wait, because the <TARGET>place</TARGET> is pretty tiny.	negative	0.6666666666666666	neither,negative,negative
ABSA16-CE-235:2.1	Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the <TARGET>hard drive</TARGET> and it is putting it temporaly in save zone.	negative	1.0	negative
ABSA16-NP#10:2.3	Great food, amazing service, this <TARGET>place</TARGET> is a class act.	positive	1.0	positive,positive,positive,positive,positive
ABSA16-CE-1:5.1	The <TARGET>mouse</TARGET> is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.	neither	1.0	neither
