#ID	text	majority	agreement	annotations
comments2015f-13566-1.1	<TARGET>Acerissa</TARGET> on todella huomattavasti tehokkaampi näytönohjain ja se on erittäin merkittävä pelaamisen kannalta.	positive	1.0	positive,positive,positive
comments2009b-166647-2.2	Asensin ME:n päälle, ja se ei toiminut mitenkään koska <TARGET>XP</TARGET> kuulema käyttää jotain muuta systeemiä kuin ME:lle sopivaa FAT16 tai FAT32.	neither	0.6	neither,neither,neither,negative,negative
comments2009f-602624-1.1	Kuun asento <TARGET>Jupiteriin</TARGET> nähden saattaa olla epäedullinen tai sitten deodorantti on pettänyt.	neither	0.75	neither,neither,negative,neither
filtered_comments_2018-2977989-1.1	<TARGET>Tuntematon sotilas</TARGET> on aikamoista paskaa, en käsitä miksi sitä esitetään edelleen.	negative	1.0	negative,negative,negative,negative,negative
comments2014b-829022-12.1	Maija, joskus voi tulla sekin päivä, että joudut itse hakemaan <TARGET>KELAn</TARGET> korvauksia.	neither	1.0	neither,neither,neither
filtered_comments_2020-3896334-1.1	Mä ostan <TARGET>Ice Zero Pirellit</TARGET>, jos saadaan hinta alle 400€/sarja koko 195-65-15.	neither	0.6	neither,positive,negative,neither,neither
comments2009b-356272-1.1	<TARGET>NOKIA</TARGET> menossa ja hyvin ovat toimineet, olen vaihtanut joka viides vuosi uudempaan malliin ja pienempään kokoon eikä koskaan ole ollut valittamista.	positive	1.0	positive,positive,positive,positive
comments2008a-988551-1.1	<TARGET>HD:n</TARGET> legendaarisuus maailman parhaana moottoripyöränä ei perustu nopeuskisoihin vaan siihen että millään muulla pyörällä ei ole niin mukava ja legendaarinen olo kun sillä ajaa.	positive	1.0	positive,positive,positive,positive,positive,positive,positive
filtered_comments_2020-3887788-1.1	Minulla <TARGET>opamox</TARGET> ei auttanut ahdistukseen ollenkaan vaan pahensi ahdistusta.	negative	1.0	negative,negative,negative,negative,negative
comments2013b-605191-7.1	Jos <TARGET>Finnairilla</TARGET> ei olisi suoria yhteyksiä, eivät muut yrittäisi meitä houkutella tarjouksillaan niin paljoa.	neither	0.75	neither,neither,neither,positive
comments2012a-854165-3.3	Nuo vaihtoehtosi Accord, Avensis tai <TARGET>626</TARGET> vielä tylsempiä.	negative	1.0	negative,negative,negative
comments2013d-74181-24.1	Shoppailusta pitäville <TARGET>Ischia</TARGET> ja Ischia Ponte ovat oivia paikkoja.	positive	1.0	positive,positive,positive,positive
comments2014a-918966-9.1	<TARGET>Torniojoki-laakso</TARGET> on elokuussa todella hienon näköinen ja maantiekin vetää kohtalaisesti.	positive	1.0	positive,positive,positive,positive,positive
comments2009e-847912-1.1	<TARGET>CCleaner</TARGET> putsaa Javan cachen ja paljon muutakin parilla klikkauksella.	positive	0.6	positive,positive,neither,positive,neither
comments2005b-731421-1.2	ainakin tilaamalla, kokeile vaikka playeronen kautta, mutta aivan tueha kyllä toisaalta nähdä vaivaa <TARGET>gamesharkin</TARGET> hankkimisessa, action replay on suhteessa halvempi ja ajaa täysin saman asian.	negative	0.4	negative,neither,negative,neither,reject
filtered_comments_2020-3751185-8.1	Onneksi sentään <TARGET>SDP:ssä</TARGET> on vielä muutamia, jotka ymmärtävät tuon perusasian.	positive	1.0	positive,positive,positive,positive
comments2015a-661367-1.1	"<TARGET>Kitin</TARGET> _tilalle_ tuo Sigman valovoimainen pikkuzoom, ilman muuta!"	negative	0.75	neither,negative,negative,negative
comments2016a-834425-12.2	Prosessoreissa taas eletään valitettavaa hiljaista kautta kun AMD ei sillä sektorilla saa oikein <TARGET>Inteliä</TARGET> haastettua muussa kuin hinnassa.	positive	0.6	positive,positive,negative,neither,positive
comments2005d-76320-17.1	Paljoa soittaneena arkimuusikkona voin suositella <TARGET>Fenderin</TARGET> keppejä koska ne ovat paremmin korjattavissa ja huollettavissa.	positive	1.0	positive,positive,positive,positive,positive
comments2009d-214286-1.1	Taitaa olla <TARGET>McDonaldsit</TARGET> ja työmaaruokalat ainoat paikat joissa asiakas siivoaa pöydän jälkeensä.	neither	1.0	neither,neither,neither,neither,neither,neither
comments2017a-889136-2.1	Sillä pääsi liki 500 km/h kun taas heikkotehoinen <TARGET>FW-189</TARGET> ylsi hätäisesti vain päälle 300 km/h!	negative	1.0	negative,negative,negative
comments2014e-174774-2.3	Ei ihme että citymarket on hävinnyt lähes kaikki hintavertailut esim. prismalle ja <TARGET>lidlille</TARGET>.	positive	0.5	negative,positive,negative,neither,positive,neither,positive,positive
threads2009b-89701-3.1	<TARGET>Nordean</TARGET> indeksillä mitaten asunnon ostokyky on nyt keskimäärin 45,3.	reject	0.5	reject,neither
comments2011a-703960-2.1	Vuonna 2006 <TARGET>Suomen Isännöitsijäliiton</TARGET> keräämien tietojen mukaan yli 60-vuotiaita taloyhtiöiden hallituksissa oli 37 prosenttia.	neither	0.6666666666666666	reject,neither,neither
threads2011a-711735-48.1	Vanhanen suuttui syytöksestä ja puolustautui <TARGET>eduskunnassa</TARGET> sillä, että kesällä 2008 oli kysytty KMS:stä eikä Novasta.	neither	0.5	reject,negative,neither,neither
comments2005c-241068-3.1	<TARGET>M77K</TARGET> on hanaton , jolloin se ei ole sinulla oleva ase.	reject	0.5	reject,neither
threads2007a-530741-3.1	<TARGET>Economist</TARGET> ennakoi, että kupla puhkeaa pian ja jättää reippaasti varjoonsa osakemarkkinoiden romahduksen 1920-luvun lopussa tai vuonna 2000."	reject	0.5	reject,neither
comments2011b-802953-4.1	<TARGET>Keittiömaailma</TARGET> (Helsinki), laadukkaat ja edulliset keittiöt sekä erinomainen palvelu, käyvät paikan päällä ottamassa keittiön mitat.	positive	0.8	reject,positive,positive,positive,positive
threads2017a-255183-2.1	<TARGET>Ely-keskus</TARGET> esti valehtelemalla suositun grillin toiminnan!!	negative	0.8	reject,negative,negative,negative,negative
comments2006d-975471-9.1	Mallimme oli <TARGET>Sointu 129-1</TARGET> (hyvin pienin muutoksin).	reject	0.5	reject,neither
threads2018a-213293-6.1	Näin kiinnostavan videon <TARGET>youtubesta</TARGET> ja pohdin ECOVACS WINBOT 950 -robotin hankkimista.	reject	0.3333333333333333	reject,positive,neither
comments2011a-63007-2.1	Olin vuosi sitten <TARGET>Saarilla</TARGET> töissä ja en missään nimessä suosittele työpaikkaa.	negative	0.8	reject,negative,negative,negative,negative
threads2005a-766079-19.1	<TARGET>Nasa</TARGET> ja muutamat yksityiset tutkijat tekevät tutkimustyötä valoa nopeamman ajon kanssa.	reject	0.3333333333333333	reject,positive,neither
filtered_comments_2020-3085600-3.1	Luulen, että Atte ei täysin tiennyt, millainen media <TARGET>Patmosradio</TARGET> on.	reject	0.3333333333333333	reject,neither,negative
comments2005c-751714-2.1	Kaikki yli 12 vai oliko se yli 20 metriset alukset ovat velvollisia ilmoittamaan <TARGET>VTS:lle</TARGET> liikkumisensa liikennealueella.	reject	0.5	reject,neither
filtered_comments_2019-1551440-1.2	Capsicam tahi <TARGET>mobilat</TARGET> rasva auttaa ja vaalentaa ihan kivasti!	positive	0.8	reject,positive,positive,positive,positive
comments2014a-29093-6.1	Päätös asiassa tehdään palkkiotoimikunnassa, mutta <TARGET>eduskunnalla</TARGET> on perusteet tehdä sama ratkaisu kuin ministerit ja presidentti ovat tehneet.	reject	0.5	reject,neither
comments2014d-713843-4.1	Kuinka kovaa <TARGET>1:8 MUX:n</TARGET> saa kulkemaan?	reject	0.5	reject,neither
threads2018a-138124-2.1	<TARGET>Puolustusvoimien</TARGET> entinen komentaja kenraali Hägglundin mukaan Ukraina voitaisiin jakaa kahtia.	neither	0.5	reject,neither,negative,neither
comments2012c-673746-2.1	Meillä on Hollolassa <TARGET>Verisure</TARGET> hälytysjärjestelmä ja se kyllä toimii kaikinpuolin.	positive	0.8333333333333334	reject,positive,positive,positive,positive,positive
comments2007d-237014-20.1	<TARGET>Intelin</TARGET> ensimmäinen oikea 4-ytimellinen kulkee nimellä 'Whitefield', mikä tulee 2008 alussa.	neither	0.8333333333333334	reject,neither,neither,neither,neither,neither
threads2013a-781356-2.1	Mulla olis sellanen kysymys, että eikös <TARGET>Sims 3:ssa</TARGET> pysty ne simit lihomaan jos ne syö vaikkei niillä ole nälkä?	reject	0.3333333333333333	reject,neither,positive
filtered_comments_2018-3441834-34.2	Kansainvälisen autoliitto FIA:n kanssa olemme puhuneet mahdollisuudesta saada <TARGET>WRC-autot</TARGET> myös muihin kuin MM-ralleihin.	reject	0.5	reject,neither
threads2005a-356577-5.1	Olis kiva myös kuulla vinkkejä mikä yhteys olis hyvä <TARGET>sonera</TARGET>, saunalahti jne.	neither	0.75	reject,neither,neither,neither
comments2005c-505853-3.1	Minutkin <TARGET>Keskusta</TARGET> on onnistunut vakuuttamaan, vaikka olin aikaisemmin sen epäilijä.	positive	0.8571428571428571	reject,positive,positive,positive,positive,positive,positive
threads2009a-829819-2.1	Ostin juuri <TARGET>HP deskjet f380</TARGET> tulostimen lasten koneeseen, ja vasta kotona huomasin ettei siinä ole enää ajureita eikä ohjelmaa 98:a varten.	negative	0.6666666666666666	reject,negative,negative
comments2010e-952763-1.1	Kun otat uuden <TARGET>MacBookin</TARGET> käyttöön, ihan aluksi se kysyy, että onko sulla aiempaa Maccia tai ulkoista kovalevyä jne.	reject	1.0	reject
comments2008b-664731-2.1	Lisäksi lähetys välitettiin <TARGET>Elionin</TARGET> kaapeli-tv-verkossa sekä Elionin laajakaistaverkon kautta IPTV-lähetyksenä.	reject	0.5	reject,positive
comments2012e-304200-2.1	En ole ikinä saanut <TARGET>ubuntuun</TARGET> minkäänlaista haittaohjelmaa, eikä linuxiin edes tartu mikään.	positive	0.5	reject,negative,positive,positive
comments2005c-563793-1.3	Renault oli niin surkea esitys, että hävettäähän se ajaa Suzukin, <TARGET>Hyundain</TARGET> ja Daewoon kanssa samassa sarjassa painiskelevalla Meganella.	negative	0.8	reject,negative,negative,negative,negative
threads2015a-50606-1.1	<TARGET>Xbox 360</TARGET> vai Playstation 3 Moni on täällä kysynykkin et kumpi ois parempi ja kysyn nyt itekkin. :D	neither	0.6666666666666666	reject,neither,neither
comments2007b-557928-1.1	Voisiko joku kerto millaista tekstiviestisisältöä <TARGET>Ilta-Sanomat</TARGET> julkaisi?	neither	0.8	reject,neither,neither,neither,neither
threads2017a-159565-4.1	<TARGET>Ylen</TARGET> toimittaja kyselikin tätä, ja Sipilällä meni sanat sekaisin kun yritti vältellä vastausta.	positive	0.6	reject,positive,negative,positive,positive
comments2007c-86465-1.2	Mistäs muuten saisi tietoa noista käynnissä olevista <TARGET>Windowsin Tehtävienhallinnassa</TARGET> näkysvistä eri prosesseista?	reject	0.5	reject,neither
threads2013a-640290-2.1	Kiivaana on käynyt keskustelu mm. <TARGET>VHH:sta</TARGET>.	reject	0.3333333333333333	reject,neither,negative
comments2009c-665466-7.2	Ainakaan minulla ei ole ongelmia Saunan ja <TARGET>Outlook</TARGET> systeemin kanssa .	positive	0.8333333333333334	reject,positive,positive,positive,positive,positive
comments2006a-763267-2.1	Ainakin <TARGET>Windowsiin</TARGET> tulee vain yksi asennustiedosto, josta asennus käynnistetään.	neither	0.8	reject,neither,neither,neither,neither
comments2006b-896811-1.1	Etsipä <TARGET>KDE:n</TARGET> tai Gnomen ohjauskeskuksesta kohta "Ota äänijärjestelmä käyttöön käynnistyksen yhteydessä" tai vastaava.	reject	0.5	reject,neither
threads2011b-193826-1.1	Katri Helenan uusin levy "<TARGET>Tulet aina olemaan</TARGET>" myynnissä Prismassa hintaan nyt 3 euroa kappale.	neither	0.75	reject,neither,neither,neither
comments2008f-786753-8.1	<TARGET>Wiin</TARGET> omien ohjaimien käyttöä vaan peli kehitetään pääasiassa gamecuben ohjaimella pelattavaksi.	reject	1.0	reject
comments2011d-210038-2.1	<TARGET>S24:n</TARGET> jäseniä ovat kaikki, jotka kirjoittavat julkiselle keskustleupalstalle.	reject	0.5	reject,negative
threads2007b-914470-2.1	Millaiset kosketinsoittimet pitäisi hankkia ja mitä johtoja tarvitaan ja haluaa alkaa tehdä musiikkia <TARGET>MacBookilla</TARGET>?	reject	0.3333333333333333	reject,positive,neither
filtered_comments_2019-1279437-1.1	mulla uusi 2400km ajettu <TARGET>superb</TARGET> ja sama vika, auto hyytyi tielle ja mittaristossa palaa varmaan kaikki varoitusvalot.	negative	0.75	reject,negative,negative,negative
comments2015f-157658-1.1	Ei ollut num Lock päällä joten merkki on <TARGET>Finnsat FST05PVR</TARGET> tässä juuri lähettämässäni viestissä.	neither	0.8571428571428571	reject,neither,neither,neither,neither,neither,neither
comments2003a-172709-7.1	Jos ei vehkeet käynnisty jne., niin turha sinun on minulle itkeä että <TARGET>ladasi</TARGET> on hyvä.	negative	0.5	reject,negative,neither,negative
comments2008c-324195-7.1	Kokonaan toinen reitti, on ajaa <TARGET>Hudson</TARGET> joen laaksoa pohjoiseen ja Albanyyn, josta sitten länteen.	neither	0.6666666666666666	reject,neither,neither
filtered_comments_2018-1633505-9.1	Ja nyt <TARGET>Vasemmistoliitto</TARGET> törkeän härskisti itkee sipilän leikkauksista, hyh hyh hyh.	negative	0.8333333333333334	reject,negative,negative,negative,negative,negative
comments2015c-639980-5.1	<TARGET>Länsi-Uudenmaan poliisin</TARGET> mukaan kahdessa firmassa käytettiin pääosin ulkomaalaisia työntekijöitä, joiden epäillään joutuneen työsyrjinnän uhreiksi.	reject	0.3333333333333333	reject,negative,neither
comments2009c-1382-4.1	Itsekin tein aikanaan ensimmäiset ohjelmani <TARGET>GW-Basicilla</TARGET>, mutta DOSsin mukana ei mitään muutakaan ohjelmointityökalua tullut.	neither	0.5	reject,neither,negative,neither,negative,neither
comments2006d-723301-1.2	Luen suoraan sims2:n kannesta: Kiintolevytilaa: 3.5 Gt Käyttöjärjestelmä: <TARGET>Windows 98/2000/ME/XP</TARGET>	reject	0.5	reject,neither
comments2011a-547594-5.1	Ainakin osassa <TARGET>Applen</TARGET> tuotteista takuuasiat hoidetaan siinä maassa mistä kone/laite on ostettu.	neither	0.75	reject,neither,neither,neither
comments2012c-123223-3.2	Ehdottomasti suosittelisin <TARGET>Honda CRF 100 F:än</TARGET> ostamista, istumakorkeus 78 cm (pienen kevarin kokoinen) ja tehoa 10 hv.	positive	0.6666666666666666	reject,positive,positive
comments2006d-23684-24.1	<TARGET>Länsiväylällä</TARGET> Ruoholahden ja Tapiolan välillä ei kukaan välitä eikä kukaan valvo moottoritieltä vaadittavaa liikennekuria.	negative	0.8	reject,negative,negative,negative,negative
threads2011b-353569-15.1	Hän työskentelee vaasalaisessa <TARGET>UpCode</TARGET>-yhtiössä, joka toimii maailmanlaajuisesti 60 maassa.	neither	0.75	reject,neither,neither,neither
threads2015b-120291-4.1	Leninin mukaan <TARGET>kommunistipuolueen</TARGET> tulee pysyä johdossa siihen asti kunnes työväenluokka tulee aidosti luokkatietoisiksi, jolloin puolue voidaan lakkauttaa.	neither	0.75	reject,neither,neither,neither
comments2009a-326908-2.2	Hakkaa muuten TDI:ni bensa <TARGET>Primeran</TARGET> ja Civicin lämpenemisessä.	reject	0.3333333333333333	reject,positive,negative
comments2009b-872101-2.1	<TARGET>Uniroyalit</TARGET> olivat 180 tai 280-sarjalaisina myös ensiasennusrenkaina ranskalaissa autoissa.	reject	0.5	reject,positive
comments2011d-156688-6.1	<TARGET>Siiloanin</TARGET> ulospäin suuntautuva toiminta näkyi Helsingin katukuvassa muun muassa jatkuvana lentolehtisten jakeluna.	reject	1.0	reject
comments2014a-313638-4.2	Turun kaupungin entisen yleissuunnitteluarkkitehdin Jukka Paason joutui toimessaan <TARGET>MOT:n</TARGET> mukaan vapaamuurarien painostuksen kohteeksi.	neither	0.6666666666666666	reject,neither,neither
comments2017e-421949-3.1	Tuo <TARGET>Finnairin</TARGET> iltavuoro on päivän viimeinen lento Zürichistä (ei siis Zyrichistä) Helsinkiin.	neither	0.5	reject,positive,neither,neither
comments2007b-416579-5.0	Siinä yli 18 000 kolesterolilääkkeen (statiinien) käyttäjää jaettiin kahteen ryhmään, joista toinen sai lisäksi <TARGET>E-EPAa</TARGET> 1800 mg päivässä.	neither	0.75	reject,neither,neither,neither
comments2005d-779848-4.1	<TARGET>Elementistä</TARGET> oli aikoinaan juttu Hifi-lehdessä ja lienee tuosta myös jonkinlaista rakennussarjaa tarjolla.	neither	0.6666666666666666	reject,neither,neither
filtered_comments_2020-1648667-4.1	Sekä <TARGET>HUS</TARGET>, STM, THL että monet muutkin tahot ovat todenneet ettei maskin käyttöön ole syytä.	neither	0.75	reject,neither,neither,neither
threads2009a-183500-1.1	<TARGET>Vitaran</TARGET> uudistuksia Onko Suzuki Gran Vitaraan tulossa mitään uudistuksia kevään tai kesän aikana? mm. ESP puuttuu nyt vakiona dieselistä,..	reject	0.3333333333333333	reject,negative,neither
comments2017d-585788-1.1	Miksi latasit haittaohjelmia höystettynä versiota etkä puhdasta versiota <TARGET>Microsoftilta</TARGET>?	reject	0.5	reject,neither
comments2009b-545326-1.1	Omassa <TARGET>Variantissa</TARGET> oli selkänojassa niskatuille paikat valmiina (semmoset reiät), katoppas löytyykö ne.	neither	0.75	reject,neither,neither,neither
comments2005b-710768-2.1	Olen ollut <TARGET>Mac:in</TARGET> käyttäjä vasta noin 4 kk.	neither	0.6666666666666666	reject,neither,neither
comments2016c-233594-3.1	<TARGET>Vapaa-ajattelijain liitto</TARGET> toivoo asiaan tartuttavan jo hallitusohjelmassa.	neither	0.8	reject,neither,neither,neither,neither
comments2008c-306050-1.1	<TARGET>Xboxista</TARGET> alkaa olemaan otettu kaikki tehot irti, ja ihan kohtuullisen hyviä pelejä sille on saatukin aikaan.	positive	0.5	reject,neither,positive,positive,neither,positive
comments2013a-608867-1.1	Ketä kiinnostaa "lasten lelut" kuten <TARGET>CS</TARGET> kun voi leikkiä isojen poikien leluilla?	negative	0.8333333333333334	reject,negative,negative,negative,negative,negative
comments2005b-755365-2.1	Palvelu on 110 % asiantuntevaa ja hintatasokin on kohtuullinen verrattuna <TARGET>Volvon</TARGET> merkkiliikkeisiin.	negative	0.4	negative,neither,neither,positive,negative
comments2015a-422336-1.1	Varmaankin hyvä, kun <TARGET>F-Securekin</TARGET> hankkii virustunnisteitaan Kasperskyltä.	neither	0.5	neither,neither,positive,positive
comments2009a-96843-7.1	Säilykööt siinä jopa Haltialan ja <TARGET>Tuomarinkylän kartanon</TARGET> pellot ja karjakin kaupunkilaisten silmänilona.	positive	0.5	positive,negative,neither,positive
comments2011c-788803-1.1	En tiedä mitä kuvanvalmistamoa käytät, mutta ainakin <TARGET>Fotoyksillä</TARGET> onnistuu helposti.	positive	0.75	positive,positive,neither,positive
comments2010a-131781-3.1	<TARGET>Maestro</TARGET> kallituu jo kevyssä kelissä, koska se on vesilinjastaan kapea ja siinä on onneton köli, vaikkakin pienet purjeet.	negative	0.6666666666666666	negative,negative,neither
comments2003b-56461-2.1	Itse asensin <TARGET>ME:n</TARGET> takaisin paremman toimivuuden takia, eikä ole tuota tyhmää rekisteröitymistä.	positive	0.8333333333333334	positive,positive,positive,positive,neither,positive
comments2003a-189485-4.2	(On niitä muitakin operaattoreita,mm.(Telia) -ja (<TARGET>DNA Finland</TARGET>) ovat VARSIN HYVÄT vaihtoehdot!). =)	positive	1.0	positive,positive,positive,positive,positive,positive
comments2009e-630021-4.1	Tilavampikin on <TARGET>Maxi</TARGET>, jos nyt sillä mitään merkitystä enää tuossa kokoluokassa.	positive	1.0	positive,positive,positive,positive,positive
threads2011b-319217-5.1	<TARGET>Kela</TARGET> kun on vielä uusi pakkauksessaan hintalappu kiinni ei mene näköjään huutonetissä vaikka hinnan pitäisi olla kohdallaan.	neither	0.8	neither,negative,neither,neither,neither
threads2009b-215886-4.1	Pöytäkone joka yhteydessä <TARGET>WLAN Buffalon</TARGET> boxiin pelaa kyllä ihan OK.	positive	0.7142857142857143	positive,positive,neither,positive,positive,neither,positive
comments2006a-320194-2.1	Kokemuksia on melkeinpä kaikista suuremmista talvirengasmerkeistä, ja kyllä <TARGET>Conti</TARGET> on tähän mennessä hiljaisin ja paras ajaa.	positive	1.0	positive,positive,positive
threads2007a-929035-3.2	Siis mitä mieltä olette näistä Moven kannattajista jotka eivät vastaa epämielyttäviin kysymyksiin.Jos kysytään esimerkiksi miksi <TARGET>movestore</TARGET> on niin kallis?	negative	0.75	negative,negative,negative,neither
comments2007c-654865-12.1	<TARGET>Umberon</TARGET> on tyylikäs, pidän muutenkin darktyypin pokemoneista eniten tyypeistä.	positive	1.0	positive,positive,positive,positive
comments2014e-630868-10.1	Palvelualan ammattiliito <TARGET>PAM</TARGET> ei aja palkankorotuksia yms. työehtosopimusneuvotteluissa riittävästi.	negative	1.0	negative,negative
comments2012c-448298-7.1	Tietokoneiden hinnat laskevat heti kun <TARGET>Microsoft</TARGET> ei enää pääse vetämään ryöstöhintaa paska-Windowsin lisensseistä.	negative	1.0	negative,negative,negative
threads2011a-486413-3.1	<TARGET>Muumimaailman</TARGET> lippuja ottaisin mielelläni vastaan näin pelastat yhden perheen kesäloman.	positive	0.6666666666666666	positive,positive,neither
comments2008a-331070-3.1	Entä se joustavuus, kannattaako niitä yrityksiä tosiaan kaataa tohon tahtiin... <TARGET>Finnvera</TARGET>?!?!	negative	0.6	negative,positive,negative,negative,neither
comments2008a-473955-12.2	Yksikään muu kauppa ei saa myydä musiikkia Applen DRM-AAC formaatissa, eikä yksikään muu soitin kuin <TARGET>iPod</TARGET> voi toista näitä tiedostoja.	neither	1.0	neither,neither,neither,neither
comments2006d-27649-1.1	<TARGET>Porsche</TARGET> oli kiistattomasti yksi tärkeimpiä auton kehitykseen vaikuttaneita ja hänen nimeään kantavat autot ovat niitä maailman huippuja laadultaan ja ominaisuuksiltaan.	positive	1.0	positive,positive,positive
threads2013b-92081-2.2	Koska se on jatkuva ongelma iphoneissa ja <TARGET>ipadeissa</TARGET> sekä applen läppäreissä!	negative	1.0	negative,negative,negative,negative,negative
comments2010d-910363-2.1	Mutta kyllä se <TARGET>D200</TARGET> on pirun hyvä kamera, käytettynäkin.	positive	1.0	positive,positive,positive,positive,positive
comments2015a-23678-1.1	<TARGET>Kirkkokadun</TARGET> Koti-pizzassa oikein ystävällinen ja lempeä palvelu :)	positive	0.75	neither,positive,positive,positive
comments2008e-239590-6.1	Parin vuoden sisään <TARGET>Finnairillakin</TARGET> on kaikissa kaukokoneissa omat viihdejärjestelmät,jotka kelpaavat varmasti myös suomalaisille narisijoille!	positive	0.75	positive,neither,positive,positive
filtered_comments_2020-937667-8.1	Toisessa yhteydessä käyttämäni <TARGET>Tuohi</TARGET>-luotto toimi kuten pitääkin, maksoin pois seuraavalla viikolla ja sen jälkeen on ollut hiljaista - niin kuin pitääkin.	positive	1.0	positive,positive,positive,positive,positive,positive,positive,positive
comments2017f-345220-4.2	Kunhan vauhti nyt riittäisi <TARGET>Skoda WRC2:n</TARGET> tavoin.	positive	0.5	positive,neither,neither,positive
threads2011b-177899-3.3	Viinikka ja kallion alue, sekä <TARGET>rantalanniemi</TARGET> ovat taas viihtyisämmästä päästä.	positive	1.0	positive,positive,positive,positive
comments2018b-225304-4.1	<TARGET>Toyotalla</TARGET> mennään ylikuorman puolelle jo viiden 80kg matkustajan noustessa kyytiin.	negative	0.6666666666666666	negative,negative,neither
comments2014c-818270-1.1	<TARGET>Bemarin</TARGET> omistaminen maksaa..........	negative	1.0	negative,negative,negative,negative
threads2011a-96855-1.1	<TARGET>Nokia 3110</TARGET> kameraongelma Kun yritän ottaa puhelimen kameralla kuvia, kuuluu "sulkijan" ääni, mutta kamera menee samantien valmiustilaan, eikä ota kuvia.	negative	0.875	negative,negative,negative,negative,negative,negative,negative,neither
comments2007d-863189-5.1	Talous saatiin heti -81 aikana ripeästi nousuun, kun <TARGET>Ahon hallitus</TARGET>, jossa oli myös Väyrynen, astui toimeen ja luopui vahvasta markasta.	positive	1.0	positive,positive,positive,positive
comments2003a-686062-1.2	Black Jack on ihan hyvä ja kapakoiden automaateista löytyvä <TARGET>After Nine</TARGET> on tosi hyvä.	positive	1.0	positive,positive,positive,positive,positive
comments2012e-238154-3.1	Esimerkiksi <TARGET>Kylli-Tädin</TARGET> sivuilla oli paljon hyödyllistä tietoa , ja paljon kysymyksiä .	positive	1.0	positive,positive,positive,positive,positive
threads2015a-758849-1.1	Kuvan tallentamisesta Joo eli käytössä <TARGET>iphone5s</TARGET> ja pulmana se etten saa puhelimella otettua kuvaa tallennettua kahta kertaa/kopioida jos haluan toista kuvaa muokata tms.	negative	0.8333333333333334	negative,negative,negative,neither,negative,negative
threads2011a-798461-31.1	Lentäminen on tavalliselle tallaajalle vihoviimeinen tapa liikkua, etenkin jos liikuttaja on <TARGET>Airbus</TARGET>.	negative	0.75	negative,negative,negative,neither
comments2010f-79985-1.1	<TARGET>Jaguarin</TARGET> muotoilusta tykkään itsekkin, mutta audin muotoilu on täysin mitäänsanomatonta.	positive	0.875	positive,positive,neither,positive,positive,positive,positive,positive
filtered_comments_2018-1574749-14.1	<TARGET>F-35</TARGET> on kovin keskeneräinen, jotta sillä pystyttäisiin toimimaan.	negative	1.0	negative,negative,negative,negative
comments2017a-269015-1.2	Casiolla on myöskin sukeltajakellohenkinen 200m vesitiivis malli ja laatukin parempi kuin <TARGET>Invictalla</TARGET>.	negative	0.6666666666666666	negative,negative,positive
comments2007b-187958-4.2	Suomen armeijan <TARGET>RK-62</TARGET> on Kalasnikovin eräänlainen kopio, laadukas vehje.	positive	1.0	positive,positive,positive,positive
comments2006a-303618-1.1	<TARGET>Peugeot 206</TARGET> on yksi parhaiten arvonsa pitävistä autoista, muut pösöt ei niinkään.	positive	1.0	positive,positive
comments2006c-132813-12.1	Helsingissä hyvä paikka ritz-biljardisali, eteläinen <TARGET>hesperiankatu</TARGET> ja hesassa on varmaan monia muitakin paikkoja.	neither	0.6	neither,positive,neither,neither,positive
filtered_threads_2018-183601-1.2	Telian liitännäisen asennus takkuaa <TARGET>Selain Crome</TARGET> Päästäkseni Telia Tv:n sivuille, niin vaati selain Telian liitännäisen, jota tässä asentelen.	neither	0.6666666666666666	negative,neither,neither
threads2007a-570769-9.1	4. Niin ja tää on eka lääke mitä akneeni saan ja kuulemma <TARGET>Roa</TARGET> pitäisi olla se "viimeinen keino", niin pitäskö muka alottaa jollain muulla lääkkeellä?	neither	1.0	neither,neither,neither
comments2012d-317006-1.3	Itse Beretan pari kuukautta sitten hankkineena voin ainakin todeta että <TARGET>686 Silver Pigeon 1 Sporting</TARGET> on hyvä valinta.	positive	1.0	positive,positive,positive
comments2006b-351729-2.1	ajettavuudessa ja ohjaustunnossa autolehdissä kautta maapallon yleensä <TARGET>volvo</TARGET>, mercedes ja saab ovat saaneet miinuksia sporttitesteissä.	negative	1.0	negative,negative,negative,negative
filtered_threads_2020-205333-4.1	Varkauden <TARGET>Prismassa</TARGET> loppui asiointi tänään, en tue Demarien kauppaa.	negative	1.0	negative,negative,negative
comments2012a-383868-3.1	3) Edellinen <TARGET>Superb</TARGET>-malli oli räikeän suora kopio Volkkarin Paskatti-mallista.	negative	1.0	negative,negative,negative
threads2018a-198102-3.1	Muutenkaan <TARGET>Norwegianin</TARGET> lennot eivät ole kovin kivoja koska täytyy ottaa omat eväät mukaan.	negative	1.0	negative,negative,negative,negative
comments2009d-466657-2.1	Tuolla <TARGET>derbillä</TARGET> tuli noin tuhat kilometriä ajettua ja takaisin en vaihtaisi!	positive	1.0	positive,positive,positive,positive
comments2007d-385774-2.1	Enpä siis enää tule <TARGET>Cotton</TARGET> grillille vaan vaihdan Kallen kiskaan.	negative	1.0	negative,negative
comments2007b-219522-6.1	Vielä lisää hauskuutta saa tutustumalla kyseisen elokuvan ohjaajasta tehtyyn Tim Burtonin elokuvaan <TARGET>Ed Wood</TARGET>.	positive	0.8333333333333334	positive,positive,neither,positive,positive,positive
